idx,cloze
6800,지원대상 중위소득 [MASK] 확대 기준임대료 7.5 14.3% 인상 자가가구 집수리비 21% 올라 지난해보다 는 103만 가구 지원 주거급여는 생계급여와 분리해 지원하고 있으며 1월 현재 103만 가구를 지원하고 있다.
6801,지원대상 중위소득 45% 확대 기준임대료 [MASK] 14.3% 인상 자가가구 집수리비 21% 올라 지난해보다 는 103만 가구 지원 주거급여는 생계급여와 분리해 지원하고 있으며 1월 현재 103만 가구를 지원하고 있다.
6802,지원대상 중위소득 45% 확대 기준임대료 7.5 [MASK] 인상 자가가구 집수리비 21% 올라 지난해보다 는 103만 가구 지원 주거급여는 생계급여와 분리해 지원하고 있으며 1월 현재 103만 가구를 지원하고 있다.
6803,지원대상 중위소득 45% 확대 기준임대료 7.5 14.3% 인상 자가가구 집수리비 [MASK] 올라 지난해보다 는 103만 가구 지원 주거급여는 생계급여와 분리해 지원하고 있으며 1월 현재 103만 가구를 지원하고 있다.
6804,지난해 [MASK]보다 대폭 늘어났다.
6805,이 급여를 받으려면 소득과 재산을 반영한 ‘소득인정액’이 중위소득의 [MASK] 이하여야 한다.
6806,4인 가족의 경우 월 [MASK]만 7128만 원 이하면 된다.
6807,4인 가족의 경우 월 213만 [MASK]만 원 이하면 된다.
6808,4인 가족의 경우 월 213만 71[MASK]만 원 이하면 된다.
6809,[MASK]년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 19만 8000만원 △3인가구 23만 6000만원 △4인가구 27만 4000원 등이다.
6810,[MASK]도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 19만 8000만원 △3인가구 23만 6000만원 △4인가구 27만 4000원 등이다.
6811,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 [MASK]만 9000원 △2인가구 19만 8000만원 △3인가구 23만 6000만원 △4인가구 27만 4000원 등이다.
6812,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 [MASK] △2인가구 19만 8000만원 △3인가구 23만 6000만원 △4인가구 27만 4000원 등이다.
6813,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 [MASK]만 8000만원 △3인가구 23만 6000만원 △4인가구 27만 4000원 등이다.
6814,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 19만 [MASK] △3인가구 23만 6000만원 △4인가구 27만 4000원 등이다.
6815,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 19만 8000만원 △3인가구 [MASK]만 6000만원 △4인가구 27만 4000원 등이다.
6816,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 19만 8000만원 △3인가구 23만 [MASK] △4인가구 27만 4000원 등이다.
6817,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 19만 8000만원 △3인가구 23만 6000만원 △4인가구 [MASK]만 4000원 등이다.
6818,2020년도 기준 기준임대료는 부산 3급지 의 경우 △1인가구 17만 9000원 △2인가구 19만 8000만원 △3인가구 23만 6000만원 △4인가구 27만 [MASK] 등이다.
6819,만약 보증금 [MASK]에 월세 25만원인 경우 보증금을 월세로 환산 연 4% 한 값인 3만 3000원에 월세를 더해 28만 3000원이 지원된다.
6820,만약 보증금 1000만원에 월세 [MASK]인 경우 보증금을 월세로 환산 연 4% 한 값인 3만 3000원에 월세를 더해 28만 3000원이 지원된다.
6821,만약 보증금 1000만원에 월세 25만원인 경우 보증금을 월세로 환산 연 [MASK] 한 값인 3만 3000원에 월세를 더해 28만 3000원이 지원된다.
6822,만약 보증금 1000만원에 월세 25만원인 경우 보증금을 월세로 환산 연 4% 한 값인 3만 [MASK] 월세를 더해 28만 3000원이 지원된다.
6823,만약 보증금 1000만원에 월세 25만원인 경우 보증금을 월세로 환산 연 4% 한 값인 3만 3000원에 월세를 더해 [MASK]만 3000원이 지원된다.
6824,만약 보증금 1000만원에 월세 25만원인 경우 보증금을 월세로 환산 연 4% 한 값인 3만 3000원에 월세를 더해 28만 [MASK] 지원된다.
6825,또 집이 있는 사람을 대상으로 하는 수선급여는 [MASK]가 인상됐는데 경보수는 457만원 중보수는 849만원 대보수는 1241만원까지 지원된다.
6826,또 집이 있는 사람을 대상으로 하는 수선급여는 21%가 인상됐는데 경보수는 [MASK] 중보수는 849만원 대보수는 1241만원까지 지원된다.
6827,또 집이 있는 사람을 대상으로 하는 수선급여는 21%가 인상됐는데 경보수는 457만원 중보수는 [MASK] 대보수는 1241만원까지 지원된다.
6828,또 집이 있는 사람을 대상으로 하는 수선급여는 21%가 인상됐는데 경보수는 457만원 중보수는 849만원 대보수는 [MASK]까지 지원된다.
6829,[MASK]는 올해부터 주거급여 지원 대상을 중위소득의 44%에서 45%로 확대한다고 1일 밝혔다.
6830,국토교통부는 올해부터 주거급여 지원 대상을 중위소득의 [MASK]에서 45%로 확대한다고 1일 밝혔다.
6831,국토교통부는 올해부터 주거급여 지원 대상을 중위소득의 44%에서 [MASK]로 확대한다고 1일 밝혔다.
6832,주거급여는 취약계층의 주거 안정과 주거 수준 향상을 위해 임차료를 보조 임차급여 하고 주택 개·보수를 지원 수선급여 하는 사업으로 올해 [MASK] 현재 103만가구가 대상이다.
6833,주거급여는 취약계층의 주거 안정과 주거 수준 향상을 위해 임차료를 보조 임차급여 하고 주택 개·보수를 지원 수선급여 하는 사업으로 올해 1월 현재 [MASK]가 대상이다.
6834,주거급여는 취약계층의 주거 안정과 주거 수준 향상을 위해 임차료를 보조 임차급여 하고 주택 개·보수를 지원 수선급여 하는 사업으로 올해 1월 현재 [MASK]3만가구가 대상이다.
6835,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 [MASK]일 때는 165만4414원이었으나 45%가 되면 174만1760원으로 오른다.
6836,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 165만4414원이었으나 [MASK]가 되면 174만1760원으로 오른다.
6837,주거급여 지원 대상이 되는 [MASK] 가구의 월 소득액은 중위소득 44%일 때는 165만4414원이었으나 45%가 되면 174만1760원으로 오른다.
6838,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 [MASK] 때는 165만4414원이었으나 45%가 되면 174만1760원으로 오른다.
6839,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 [MASK]만4414원이었으나 45%가 되면 174만1760원으로 오른다.
6840,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 165만4414원이었으나 45%가 되면 [MASK]만1760원으로 오른다.
6841,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 165만44[MASK]원이었으나 45%가 되면 174만1760원으로 오른다.
6842,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 165만4[MASK]4원이었으나 45%가 되면 174만1760원으로 오른다.
6843,임차급여는 월세로 환산한 기준임대료를 상한으로 지급되며 올해 기준임대료는 7[MASK] 14.3% 인상된다.
6844,임차급여는 월세로 환산한 기준임대료를 상한으로 지급되며 올해 기준임대료는 7.5 [MASK].3% 인상된다.
6845,임차급여는 월세로 환산한 기준임대료를 상한으로 지급되며 올해 기준임대료는 7.5 14.[MASK] 인상된다.
6846,서울 4인 가구의 경우 기준임대료는 작년 월 [MASK]만5000원에서 올해 월 41만5000원으로 5만원 오른다.
6847,서울 4인 가구의 경우 기준임대료는 작년 월 36만5000원에서 올해 월 [MASK]만5000원으로 5만원 오른다.
6848,서울 4인 가구의 경우 기준임대료는 작년 월 36만5000원에서 올해 월 41만5000원으로 [MASK] 오른다.
6849,저소득 자가 가구를 대상으로 한 수선급여 낡은 집을 고쳐주는 사업 는 주택 노후도에 따른 보수 범위를 기준으로 지원되는데 올해 수선급여는 작년 대비 21% 인상돼 최대 12[MASK]만원까지 지원된다.
6850,저소득 자가 가구를 대상으로 한 수선급여 낡은 집을 고쳐주는 사업 는 주택 노후도에 따른 보수 범위를 기준으로 지원되는데 올해 수선급여는 작년 대비 2[MASK] 인상돼 최대 1241만원까지 지원된다.
6851,저소득 자가 가구를 대상으로 한 수선급여 낡은 집을 고쳐주는 사업 는 주택 노후도에 따른 보수 범위를 기준으로 지원되는데 올해 수선급여는 작년 대비 21% 인상돼 최대 [MASK]까지 지원된다.
6852,국토부는 부양의무자를 폐지하고 기준 중위소득을 올려 주거급여 지원 대상을 2018년 10월 83만명에서 올해 [MASK] 103만명으로 확대했다고 설명했다.
6853,국토부는 부양의무자를 폐지하고 기준 중위소득을 올려 주거급여 지원 대상을 [MASK] 10월 83만명에서 올해 1월 103만명으로 확대했다고 설명했다.
6854,국토부는 부양의무자를 폐지하고 기준 중위소득을 올려 주거급여 지원 대상을 2018년 10월 [MASK]에서 올해 1월 103만명으로 확대했다고 설명했다.
6855,국토부는 부양의무자를 폐지하고 기준 중위소득을 올려 주거급여 지원 대상을 2018년 10월 83만명에서 올해 1월 [MASK]으로 확대했다고 설명했다.
6856,보건복지 콜센터 [MASK] 또는 주거급여 콜센터에 문의하면 된다.
6857,[MASK]는 올해부터 주거급여 지원 대상이 중위소득의 44%에서 45%로 확대된다고 밝혔습니다.
6858,국토교통부는 올해부터 주거급여 지원 대상이 중위소득의 [MASK]에서 45%로 확대된다고 밝혔습니다.
6859,국토교통부는 올해부터 주거급여 지원 대상이 중위소득의 44%에서 [MASK]로 확대된다고 밝혔습니다.
6860,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 [MASK]일 때는 165만4천여 원이었으나 45%가 되면 174만천 원가량으로 오릅니다.
6861,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 165만4천여 원이었으나 [MASK]가 되면 174만천 원가량으로 오릅니다.
6862,주거급여 지원 대상이 되는 [MASK] 가구의 월 소득액은 중위소득 44%일 때는 165만4천여 원이었으나 45%가 되면 174만천 원가량으로 오릅니다.
6863,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 [MASK]이었으나 45%가 되면 174만천 원가량으로 오릅니다.
6864,주거급여 지원 대상이 되는 3인 가구의 월 소득액은 중위소득 44%일 때는 165만4천여 원이었으나 45%가 되면 [MASK] 원가량으로 오릅니다.
6865,또 취약계층의 주거안정과 주거수준 향상을 위해 임차료를 보조하는 임차급여 는 급지에 따라 7.5∼14.[MASK] 인상됩니다.
6866,이에 따라 서울 4인 가구의 경우 기준임대료는 지난해 월 [MASK]에서 올해에는 월 41만5천 원으로 5만 원 오릅니다.
6867,이에 따라 서울 4인 가구의 경우 기준임대료는 지난해 월 36만5천 원에서 올해에는 월 [MASK]으로 5만 원 오릅니다.
6868,이에 따라 서울 4인 가구의 경우 기준임대료는 지난해 월 36만5천 원에서 올해에는 월 41만5천 원으로 [MASK] 오릅니다.
6869,저소득층의 자가 가구를 대상으로 낡은 집을 고쳐주는 사업인 수선 급여는 올해 2[MASK] 인상돼 최대 천241만 원까지 지원됩니다.
6870,저소득층의 자가 가구를 대상으로 낡은 집을 고쳐주는 사업인 수선 급여는 올해 21% 인상돼 최대 [MASK]까지 지원됩니다.
6871,국토교통부는 올해부터 주거급여 지원 대상이 중위소득의 [MASK]에서 45%로 확대된다고 밝혔습니다.
6872,국토교통부는 올해부터 주거급여 지원 대상이 중위소득의 44%에서 [MASK]로 확대된다고 밝혔습니다.
6873,주거급여는 취약계층의 주거안정과 주거수준 향상을 위해 임차료를 보조하고 주택 개보수를 지원하는 사업으로 올해 1월 현재 [MASK] 가구가 대상입니다.
6874,주거급여는 취약계층의 주거안정과 주거수준 향상을 위해 임차료를 보조하고 주택 개보수를 지원하는 사업으로 올해 1월 현재 10[MASK] 가구가 대상입니다.
6875,주거급여는 취약계층의 주거안정과 주거수준 향상을 위해 임차료를 보조하고 주택 개보수를 지원하는 사업으로 올해 1월 현재 [MASK]3만 가구가 대상입니다.
6876,주거급여 지원 대상이 되는 3인 가구의 월소득액은 중위소득 [MASK]일 때는 165만 4천 원이었으나 45%가 되면 174만 1천 원으로 오릅니다.
6877,주거급여 지원 대상이 되는 3인 가구의 월소득액은 중위소득 44%일 때는 165만 4천 원이었으나 [MASK]가 되면 174만 1천 원으로 오릅니다.
6878,주거급여 지원 대상이 되는 [MASK] 가구의 월소득액은 중위소득 44%일 때는 165만 4천 원이었으나 45%가 되면 174만 1천 원으로 오릅니다.
6879,주거급여 지원 대상이 되는 3인 가구의 월소득액은 중위소득 44%일 때는 [MASK]천 원이었으나 45%가 되면 174만 1천 원으로 오릅니다.
